,k,p,Run,Buckets,Density,issues,l_steps,CI2,d,o,n_agents
214,9,0.05,4,36,0.08080808080808081,4,1500,True,0.55,0.1,100
213,9,0.15000000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
212,9,0.05,4,24,0.08080808080808081,4,1500,True,0.55,0.1,100
219,9,0.25000000000000006,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
211,9,0.05,4,24,0.08080808080808081,4,1500,True,0.55,0.1,100
209,8,0.5500000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
208,8,0.5500000000000002,4,3,0.08080808080808081,4,1500,True,0.55,0.1,100
207,8,0.45000000000000007,4,3,0.08080808080808081,4,1500,True,0.55,0.1,100
206,8,0.5500000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
205,8,0.45000000000000007,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
204,8,0.5500000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
203,8,0.45000000000000007,4,3,0.08080808080808081,4,1500,True,0.55,0.1,100
210,9,0.15000000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
202,8,0.5500000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
220,9,0.25000000000000006,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
222,9,0.35000000000000003,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
238,9,0.5500000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
237,9,0.5500000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
236,9,0.5500000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
235,9,0.45000000000000007,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
234,9,0.45000000000000007,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
233,9,0.5500000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
232,9,0.45000000000000007,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
221,9,0.25000000000000006,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
231,9,0.45000000000000007,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
229,9,0.35000000000000003,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
228,9,0.15000000000000002,4,20,0.08080808080808081,4,1500,True,0.55,0.1,100
227,9,0.25000000000000006,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
226,9,0.35000000000000003,4,3,0.08080808080808081,4,1500,True,0.55,0.1,100
225,9,0.35000000000000003,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
224,9,0.35000000000000003,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
223,9,0.25000000000000006,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
230,9,0.45000000000000007,4,3,0.08080808080808081,4,1500,True,0.55,0.1,100
239,10,0.05,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
201,8,0.45000000000000007,4,3,0.08080808080808081,4,1500,True,0.55,0.1,100
199,8,0.25000000000000006,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
178,7,0.5500000000000002,4,3,0.06060606060606061,4,1500,True,0.55,0.1,100
177,7,0.5500000000000002,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
176,7,0.5500000000000002,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
175,7,0.5500000000000002,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
174,7,0.45000000000000007,4,3,0.06060606060606061,4,1500,True,0.55,0.1,100
173,7,0.45000000000000007,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
172,7,0.45000000000000007,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
179,7,0.5500000000000002,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
171,7,0.45000000000000007,4,3,0.06060606060606061,4,1500,True,0.55,0.1,100
169,7,0.35000000000000003,4,3,0.06060606060606061,4,1500,True,0.55,0.1,100
168,7,0.35000000000000003,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
167,7,0.35000000000000003,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
166,7,0.25000000000000006,4,13,0.06060606060606061,4,1500,True,0.55,0.1,100
165,7,0.35000000000000003,4,3,0.06060606060606061,4,1500,True,0.55,0.1,100
164,7,0.35000000000000003,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
163,7,0.15000000000000002,4,46,0.06060606060606061,4,1500,True,0.55,0.1,100
170,7,0.45000000000000007,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
200,8,0.45000000000000007,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
180,8,0.15000000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
182,8,0.05,4,29,0.08080808080808081,4,1500,True,0.55,0.1,100
198,8,0.35000000000000003,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
197,8,0.35000000000000003,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
196,8,0.35000000000000003,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
195,8,0.25000000000000006,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
194,8,0.15000000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
193,8,0.35000000000000003,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
192,8,0.15000000000000002,4,38,0.08080808080808081,4,1500,True,0.55,0.1,100
181,8,0.15000000000000002,4,3,0.08080808080808081,4,1500,True,0.55,0.1,100
191,8,0.35000000000000003,4,3,0.08080808080808081,4,1500,True,0.55,0.1,100
189,8,0.25000000000000006,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
188,8,0.25000000000000006,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
187,8,0.05,4,34,0.08080808080808081,4,1500,True,0.55,0.1,100
186,8,0.05,4,53,0.08080808080808081,4,1500,True,0.55,0.1,100
185,8,0.05,4,42,0.08080808080808081,4,1500,True,0.55,0.1,100
184,8,0.05,4,42,0.08080808080808081,4,1500,True,0.55,0.1,100
183,8,0.15000000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
190,8,0.25000000000000006,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
240,9,0.5500000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
241,10,0.05,4,39,0.10101010101010101,4,1500,True,0.55,0.1,100
242,10,0.05,4,19,0.10101010101010101,4,1500,True,0.55,0.1,100
299,11,0.5500000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
298,12,0.05,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
297,11,0.5500000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
296,11,0.5500000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
295,11,0.15000000000000002,4,4,0.10101010101010101,4,1500,True,0.55,0.1,100
294,11,0.45000000000000007,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
293,11,0.5500000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
300,12,0.05,4,3,0.12121212121212122,4,1500,True,0.55,0.1,100
292,11,0.45000000000000007,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
290,11,0.35000000000000003,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
289,11,0.45000000000000007,4,3,0.10101010101010101,4,1500,True,0.55,0.1,100
288,11,0.35000000000000003,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
287,11,0.45000000000000007,4,3,0.10101010101010101,4,1500,True,0.55,0.1,100
286,11,0.25000000000000006,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
285,11,0.35000000000000003,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
284,11,0.35000000000000003,4,3,0.10101010101010101,4,1500,True,0.55,0.1,100
291,11,0.45000000000000007,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
283,11,0.35000000000000003,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
301,11,0.5500000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
303,12,0.15000000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
319,12,0.45000000000000007,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
318,12,0.35000000000000003,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
317,12,0.35000000000000003,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
316,12,0.35000000000000003,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
315,12,0.25000000000000006,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
314,12,0.35000000000000003,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
313,12,0.25000000000000006,4,3,0.12121212121212122,4,1500,True,0.55,0.1,100
302,12,0.15000000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
312,12,0.25000000000000006,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
310,12,0.25000000000000006,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
309,12,0.05,4,21,0.12121212121212122,4,1500,True,0.55,0.1,100
308,12,0.25000000000000006,4,3,0.12121212121212122,4,1500,True,0.55,0.1,100
307,12,0.15000000000000002,4,3,0.12121212121212122,4,1500,True,0.55,0.1,100
306,12,0.05,4,37,0.12121212121212122,4,1500,True,0.55,0.1,100
305,12,0.05,4,46,0.12121212121212122,4,1500,True,0.55,0.1,100
304,12,0.15000000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
311,12,0.15000000000000002,4,31,0.12121212121212122,4,1500,True,0.55,0.1,100
282,11,0.25000000000000006,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
281,11,0.25000000000000006,4,4,0.10101010101010101,4,1500,True,0.55,0.1,100
280,11,0.15000000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
258,10,0.35000000000000003,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
257,10,0.25000000000000006,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
256,10,0.35000000000000003,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
255,10,0.15000000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
254,10,0.35000000000000003,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
253,10,0.35000000000000003,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
252,10,0.25000000000000006,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
259,10,0.45000000000000007,4,3,0.10101010101010101,4,1500,True,0.55,0.1,100
251,10,0.25000000000000006,4,3,0.10101010101010101,4,1500,True,0.55,0.1,100
249,10,0.25000000000000006,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
248,10,0.15000000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
247,10,0.15000000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
246,10,0.15000000000000002,4,23,0.10101010101010101,4,1500,True,0.55,0.1,100
245,10,0.05,4,42,0.10101010101010101,4,1500,True,0.55,0.1,100
244,10,0.05,4,36,0.10101010101010101,4,1500,True,0.55,0.1,100
243,10,0.15000000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
250,10,0.25000000000000006,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
260,10,0.45000000000000007,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
261,10,0.35000000000000003,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
262,10,0.45000000000000007,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
279,11,0.25000000000000006,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
278,11,0.25000000000000006,4,3,0.10101010101010101,4,1500,True,0.55,0.1,100
277,11,0.05,4,39,0.10101010101010101,4,1500,True,0.55,0.1,100
276,11,0.15000000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
275,11,0.05,4,21,0.10101010101010101,4,1500,True,0.55,0.1,100
274,11,0.15000000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
273,11,0.05,4,31,0.10101010101010101,4,1500,True,0.55,0.1,100
272,11,0.05,4,52,0.10101010101010101,4,1500,True,0.55,0.1,100
271,11,0.05,4,55,0.10101010101010101,4,1500,True,0.55,0.1,100
270,11,0.15000000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
269,10,0.5500000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
268,10,0.5500000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
267,10,0.5500000000000002,4,3,0.10101010101010101,4,1500,True,0.55,0.1,100
266,10,0.5500000000000002,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
265,10,0.5500000000000002,4,3,0.10101010101010101,4,1500,True,0.55,0.1,100
264,10,0.45000000000000007,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
263,10,0.45000000000000007,4,2,0.10101010101010101,4,1500,True,0.55,0.1,100
162,7,0.25000000000000006,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
161,7,0.15000000000000002,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
160,7,0.25000000000000006,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
159,7,0.25000000000000006,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
57,3,0.5500000000000002,4,39,0.020202020202020204,4,1500,True,0.55,0.1,100
56,3,0.5500000000000002,4,34,0.020202020202020204,4,1500,True,0.55,0.1,100
55,3,0.5500000000000002,4,41,0.020202020202020204,4,1500,True,0.55,0.1,100
54,3,0.45000000000000007,4,42,0.020202020202020204,4,1500,True,0.55,0.1,100
53,3,0.45000000000000007,4,34,0.020202020202020204,4,1500,True,0.55,0.1,100
52,3,0.45000000000000007,4,37,0.020202020202020204,4,1500,True,0.55,0.1,100
51,3,0.45000000000000007,4,38,0.020202020202020204,4,1500,True,0.55,0.1,100
58,3,0.5500000000000002,4,34,0.020202020202020204,4,1500,True,0.55,0.1,100
50,3,0.35000000000000003,4,32,0.020202020202020204,4,1500,True,0.55,0.1,100
48,3,0.35000000000000003,4,46,0.020202020202020204,4,1500,True,0.55,0.1,100
47,3,0.35000000000000003,4,39,0.020202020202020204,4,1500,True,0.55,0.1,100
46,3,0.35000000000000003,4,39,0.020202020202020204,4,1500,True,0.55,0.1,100
45,3,0.35000000000000003,4,48,0.020202020202020204,4,1500,True,0.55,0.1,100
44,3,0.25000000000000006,4,49,0.020202020202020204,4,1500,True,0.55,0.1,100
43,3,0.25000000000000006,4,42,0.020202020202020204,4,1500,True,0.55,0.1,100
42,3,0.25000000000000006,4,41,0.020202020202020204,4,1500,True,0.55,0.1,100
49,3,0.45000000000000007,4,43,0.020202020202020204,4,1500,True,0.55,0.1,100
41,3,0.25000000000000006,4,33,0.020202020202020204,4,1500,True,0.55,0.1,100
59,3,0.5500000000000002,4,39,0.020202020202020204,4,1500,True,0.55,0.1,100
61,4,0.05,4,44,0.04040404040404041,4,1500,True,0.55,0.1,100
77,4,0.25000000000000006,4,55,0.04040404040404041,4,1500,True,0.55,0.1,100
76,4,0.35000000000000003,4,3,0.04040404040404041,4,1500,True,0.55,0.1,100
75,4,0.25000000000000006,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
74,4,0.35000000000000003,4,4,0.04040404040404041,4,1500,True,0.55,0.1,100
73,4,0.35000000000000003,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
72,4,0.35000000000000003,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
71,4,0.25000000000000006,4,52,0.04040404040404041,4,1500,True,0.55,0.1,100
60,4,0.05,4,42,0.04040404040404041,4,1500,True,0.55,0.1,100
70,4,0.25000000000000006,4,34,0.04040404040404041,4,1500,True,0.55,0.1,100
68,4,0.15000000000000002,4,30,0.04040404040404041,4,1500,True,0.55,0.1,100
67,4,0.15000000000000002,4,40,0.04040404040404041,4,1500,True,0.55,0.1,100
66,4,0.15000000000000002,4,45,0.04040404040404041,4,1500,True,0.55,0.1,100
65,4,0.15000000000000002,4,34,0.04040404040404041,4,1500,True,0.55,0.1,100
64,4,0.05,4,28,0.04040404040404041,4,1500,True,0.55,0.1,100
63,4,0.05,4,52,0.04040404040404041,4,1500,True,0.55,0.1,100
62,4,0.05,4,55,0.04040404040404041,4,1500,True,0.55,0.1,100
69,4,0.15000000000000002,4,48,0.04040404040404041,4,1500,True,0.55,0.1,100
40,3,0.25000000000000006,4,42,0.020202020202020204,4,1500,True,0.55,0.1,100
39,3,0.15000000000000002,4,51,0.020202020202020204,4,1500,True,0.55,0.1,100
38,3,0.15000000000000002,4,42,0.020202020202020204,4,1500,True,0.55,0.1,100
16,2,0.35000000000000003,4,38,0.020202020202020204,4,1500,True,0.55,0.1,100
15,2,0.35000000000000003,4,45,0.020202020202020204,4,1500,True,0.55,0.1,100
14,2,0.25000000000000006,4,50,0.020202020202020204,4,1500,True,0.55,0.1,100
13,2,0.25000000000000006,4,37,0.020202020202020204,4,1500,True,0.55,0.1,100
12,2,0.25000000000000006,4,46,0.020202020202020204,4,1500,True,0.55,0.1,100
11,2,0.25000000000000006,4,30,0.020202020202020204,4,1500,True,0.55,0.1,100
10,2,0.15000000000000002,4,43,0.020202020202020204,4,1500,True,0.55,0.1,100
17,2,0.35000000000000003,4,42,0.020202020202020204,4,1500,True,0.55,0.1,100
9,2,0.25000000000000006,4,38,0.020202020202020204,4,1500,True,0.55,0.1,100
7,2,0.15000000000000002,4,41,0.020202020202020204,4,1500,True,0.55,0.1,100
6,2,0.05,4,41,0.020202020202020204,4,1500,True,0.55,0.1,100
5,2,0.05,4,37,0.020202020202020204,4,1500,True,0.55,0.1,100
4,2,0.15000000000000002,4,48,0.020202020202020204,4,1500,True,0.55,0.1,100
3,2,0.05,4,46,0.020202020202020204,4,1500,True,0.55,0.1,100
2,2,0.15000000000000002,4,49,0.020202020202020204,4,1500,True,0.55,0.1,100
1,2,0.05,4,37,0.020202020202020204,4,1500,True,0.55,0.1,100
8,2,0.15000000000000002,4,55,0.020202020202020204,4,1500,True,0.55,0.1,100
18,2,0.35000000000000003,4,41,0.020202020202020204,4,1500,True,0.55,0.1,100
19,2,0.35000000000000003,4,50,0.020202020202020204,4,1500,True,0.55,0.1,100
20,2,0.45000000000000007,4,35,0.020202020202020204,4,1500,True,0.55,0.1,100
37,3,0.15000000000000002,4,44,0.020202020202020204,4,1500,True,0.55,0.1,100
36,3,0.15000000000000002,4,41,0.020202020202020204,4,1500,True,0.55,0.1,100
35,3,0.15000000000000002,4,56,0.020202020202020204,4,1500,True,0.55,0.1,100
34,3,0.05,4,46,0.020202020202020204,4,1500,True,0.55,0.1,100
33,3,0.05,4,34,0.020202020202020204,4,1500,True,0.55,0.1,100
32,3,0.05,4,40,0.020202020202020204,4,1500,True,0.55,0.1,100
31,3,0.05,4,37,0.020202020202020204,4,1500,True,0.55,0.1,100
30,3,0.05,4,46,0.020202020202020204,4,1500,True,0.55,0.1,100
29,2,0.5500000000000002,4,35,0.020202020202020204,4,1500,True,0.55,0.1,100
28,2,0.5500000000000002,4,35,0.020202020202020204,4,1500,True,0.55,0.1,100
27,2,0.5500000000000002,4,41,0.020202020202020204,4,1500,True,0.55,0.1,100
26,2,0.5500000000000002,4,31,0.020202020202020204,4,1500,True,0.55,0.1,100
25,2,0.5500000000000002,4,34,0.020202020202020204,4,1500,True,0.55,0.1,100
24,2,0.45000000000000007,4,36,0.020202020202020204,4,1500,True,0.55,0.1,100
23,2,0.45000000000000007,4,42,0.020202020202020204,4,1500,True,0.55,0.1,100
22,2,0.45000000000000007,4,37,0.020202020202020204,4,1500,True,0.55,0.1,100
21,2,0.45000000000000007,4,44,0.020202020202020204,4,1500,True,0.55,0.1,100
78,4,0.25000000000000006,4,21,0.04040404040404041,4,1500,True,0.55,0.1,100
320,12,0.45000000000000007,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
79,4,0.35000000000000003,4,41,0.04040404040404041,4,1500,True,0.55,0.1,100
81,4,0.45000000000000007,4,3,0.04040404040404041,4,1500,True,0.55,0.1,100
138,6,0.25000000000000006,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
137,6,0.35000000000000003,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
136,6,0.35000000000000003,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
135,6,0.25000000000000006,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
134,6,0.25000000000000006,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
133,6,0.35000000000000003,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
132,6,0.35000000000000003,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
139,6,0.45000000000000007,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
131,6,0.25000000000000006,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
129,6,0.25000000000000006,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
128,6,0.15000000000000002,4,20,0.06060606060606061,4,1500,True,0.55,0.1,100
127,6,0.15000000000000002,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
126,6,0.15000000000000002,4,43,0.06060606060606061,4,1500,True,0.55,0.1,100
125,6,0.15000000000000002,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
124,6,0.05,4,16,0.06060606060606061,4,1500,True,0.55,0.1,100
123,6,0.05,4,34,0.06060606060606061,4,1500,True,0.55,0.1,100
130,6,0.15000000000000002,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
122,6,0.05,4,40,0.06060606060606061,4,1500,True,0.55,0.1,100
140,6,0.35000000000000003,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
142,6,0.45000000000000007,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
158,7,0.25000000000000006,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
157,7,0.15000000000000002,4,69,0.06060606060606061,4,1500,True,0.55,0.1,100
156,7,0.15000000000000002,4,50,0.06060606060606061,4,1500,True,0.55,0.1,100
155,7,0.05,4,18,0.06060606060606061,4,1500,True,0.55,0.1,100
154,7,0.15000000000000002,4,35,0.06060606060606061,4,1500,True,0.55,0.1,100
153,7,0.05,4,31,0.06060606060606061,4,1500,True,0.55,0.1,100
152,7,0.05,4,26,0.06060606060606061,4,1500,True,0.55,0.1,100
141,6,0.45000000000000007,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
151,7,0.05,4,52,0.06060606060606061,4,1500,True,0.55,0.1,100
149,6,0.5500000000000002,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
148,6,0.5500000000000002,4,3,0.06060606060606061,4,1500,True,0.55,0.1,100
147,6,0.5500000000000002,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
146,6,0.45000000000000007,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
145,6,0.5500000000000002,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
144,6,0.5500000000000002,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
143,6,0.45000000000000007,4,2,0.06060606060606061,4,1500,True,0.55,0.1,100
150,7,0.05,4,42,0.06060606060606061,4,1500,True,0.55,0.1,100
121,6,0.05,4,55,0.06060606060606061,4,1500,True,0.55,0.1,100
120,6,0.05,4,43,0.06060606060606061,4,1500,True,0.55,0.1,100
119,5,0.5500000000000002,4,7,0.04040404040404041,4,1500,True,0.55,0.1,100
97,5,0.15000000000000002,4,29,0.04040404040404041,4,1500,True,0.55,0.1,100
96,5,0.15000000000000002,4,56,0.04040404040404041,4,1500,True,0.55,0.1,100
95,5,0.15000000000000002,4,54,0.04040404040404041,4,1500,True,0.55,0.1,100
94,5,0.05,4,39,0.04040404040404041,4,1500,True,0.55,0.1,100
93,5,0.05,4,58,0.04040404040404041,4,1500,True,0.55,0.1,100
92,5,0.05,4,50,0.04040404040404041,4,1500,True,0.55,0.1,100
91,5,0.05,4,50,0.04040404040404041,4,1500,True,0.55,0.1,100
98,5,0.15000000000000002,4,54,0.04040404040404041,4,1500,True,0.55,0.1,100
90,5,0.05,4,71,0.04040404040404041,4,1500,True,0.55,0.1,100
88,4,0.5500000000000002,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
87,4,0.5500000000000002,4,4,0.04040404040404041,4,1500,True,0.55,0.1,100
86,4,0.5500000000000002,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
85,4,0.5500000000000002,4,4,0.04040404040404041,4,1500,True,0.55,0.1,100
84,4,0.45000000000000007,4,23,0.04040404040404041,4,1500,True,0.55,0.1,100
83,4,0.45000000000000007,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
82,4,0.45000000000000007,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
89,4,0.5500000000000002,4,3,0.04040404040404041,4,1500,True,0.55,0.1,100
99,5,0.15000000000000002,4,39,0.04040404040404041,4,1500,True,0.55,0.1,100
100,5,0.25000000000000006,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
101,5,0.25000000000000006,4,33,0.04040404040404041,4,1500,True,0.55,0.1,100
118,5,0.5500000000000002,4,10,0.04040404040404041,4,1500,True,0.55,0.1,100
117,5,0.5500000000000002,4,3,0.04040404040404041,4,1500,True,0.55,0.1,100
116,5,0.5500000000000002,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
115,5,0.5500000000000002,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
114,5,0.45000000000000007,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
113,5,0.45000000000000007,4,3,0.04040404040404041,4,1500,True,0.55,0.1,100
112,5,0.45000000000000007,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
111,5,0.35000000000000003,4,17,0.04040404040404041,4,1500,True,0.55,0.1,100
110,5,0.35000000000000003,4,3,0.04040404040404041,4,1500,True,0.55,0.1,100
109,5,0.45000000000000007,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
108,5,0.45000000000000007,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
107,5,0.35000000000000003,4,3,0.04040404040404041,4,1500,True,0.55,0.1,100
106,5,0.35000000000000003,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
105,5,0.35000000000000003,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
104,5,0.25000000000000006,4,2,0.04040404040404041,4,1500,True,0.55,0.1,100
103,5,0.25000000000000006,4,53,0.04040404040404041,4,1500,True,0.55,0.1,100
102,5,0.25000000000000006,4,19,0.04040404040404041,4,1500,True,0.55,0.1,100
80,4,0.45000000000000007,4,4,0.04040404040404041,4,1500,True,0.55,0.1,100
1288,44,0.5500000000000002,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
321,12,0.45000000000000007,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
323,12,0.35000000000000003,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
541,20,0.05,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
540,20,0.05,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
539,19,0.5500000000000002,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
538,19,0.5500000000000002,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
537,19,0.5500000000000002,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
536,19,0.45000000000000007,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
535,19,0.5500000000000002,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
542,20,0.15000000000000002,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
534,19,0.5500000000000002,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
532,19,0.45000000000000007,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
531,19,0.45000000000000007,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
